got pack magnet charger stuck one short charg cord phone differ length great short one car long one reach bed get readi sleep want scroll bit lol sinc come multipl keep one multipl place keep unplug plug elsewher leav littl attach phone good go cours big bonu work amaxingli kid struggl plug tablet leav piec tablet magnet charg anywher without atruggl plug _ reccomend,5.0 out of 5 stars
charg cord ok sometim charg slowli like almost hour charg recent bought new differ charger new charger cord els mention got new charger charg x faster cord would recommend wast money cord see,4.0 out of 5 stars
one sloght move disconnect phone slow charg even fast charg box,4.0 out of 5 stars
great love kid gentl cord last gave review use till kid saw light shine play see broke,4.0 out of 5 stars
like cord length easi connect bad thing end easili come phone durabl wreck two cord coupl connector go phone,3.0 out of 5 stars
work fine loner cord sometim often ntermitt connect disconnect like sit tabl touch,3.0 out of 5 stars
skeptic would like awesom alway troubl charg cord solv love come mani plug cord great item edit week still like one six foot cabl stop charg sure still good shape clean connect still work switch anoth one cabl drop star still good valu,4.0 out of 5 stars
got right left angl cabl would get way use portrait mode found plug in last buy good idea last,3.0 out of 5 stars
love idea like peopl multipl devic differ type charg cabl side charg past watt product day requir higher,3.0 out of 5 stars
piec kit fit well phone tablet devic bad look phone tablet work sometim time say connect charg pull reconnect tell slow charg pull even show connect inconsist use smaller devic need heavier charg rate phone tablet,2.0 out of 5 stars
bought specif son must case phone end destroy charg port hope keep port piec insid damn thing would solv problem return plenti devic requir case wider charg area come use also use car case go happen easili say suck also express irrit,3.0 out of 5 stars
wish five cord would come iphon attach,5.0 out of 5 stars
slightest speck dirt caus slow charg moistur quickli caus corros swivel otherwis far work great,4.0 out of 5 stars
realli like first cord expect fit iphon android realli like swivel damag cord con take long charg tri let phone die complet take forev even charg long enough power back,3.0 out of 5 stars
big galaxi phone use tic tok bed phone still die faster cabl allow charg,3.0 out of 5 stars
impuls purchas pick coupl charg cabl devic open box first see item much hope like replac head attach cord said two day use two differ devic android phone switch quit pleas charg speed realli good detach head far turn one favorit thing cord easi enough leav head plug devic attach cord ever need charg far two day easili star product round star instead star know long term cord surviv,4.0 out of 5 stars
bought end aug first love make life simpler toggl use tablet phone one cabl sit fast charg knew go lot magnet charger fast bother bother one ft cord end seem melt someth idea would happen use earlier day came back use coupl hour later found would longer attach phone look end look goopi like center dissolv someth even know describ attach photo left suppos look like right happen buy brand decent last minim year even stop work would dream anyth like would happen,3.0 out of 5 stars
got today replac stock cabl far good cord seem nice magnet wick strong howev disappoint fast charg assum bad otherwis satisfi,4.0 out of 5 stars
love whole concept cord length great magnet strong side charg abil slow need improv charg speed would,3.0 out of 5 stars
charg fast good great hold movement charg ps control,4.0 out of 5 stars
charger week alreadi stop charg cours work long enough get past return polici stop work phone batteri put phone charger keep phone day never actual charg tri play noth help buy cabl threw old cabl bad purchas wish would bought mani gotten rid old one without test first also advertis strong magnet hold phone cabl ye care strong say featur detail cabl lie save frustrat bother realli want tri let know cabl plug ne er get money back,1.0 out of 5 stars
fine want charg phone awar charg v e r l w l work connect phone car via android auto appl carplay,3.0 out of 5 stars
way slow anyth overnight,3.0 out of 5 stars
charg quit fast regular cabl slow either magnet pretti strong would recommend tri pick cord bulki phone like iphon pro max never come accid conveni multipl differ cabl price buy multipl pack scatter everi room hous,4.0 out of 5 stars
posit love braid cord realli like one swivel connect result less damag replac cord issu good except work well ipad plug ipad overnight still full charg morn use standard plug provid full charg ipad fault issu found multipl peopl devic proper connect use cord instanc one perman plug car someon set car plug devic,4.0 out of 5 stars
read befor buy hard case full cover case need way insid latch properli would take case plug properli charg power time would depend brick portabl batterypro good cabl differ length cabl perfect kid ipad phone sinc alway use phone tabl chargingcon phone hard case full bodi case use wire kind get stiff abl transfer data updat test ps control,3.0 out of 5 stars
cabl charg less half wattag compar regular cabl like want fast charg,3.0 out of 5 stars
magnet charg cabl connector far superior convent charg devic quick releas charg power advantag regular charg cabl accessori,5.0 out of 5 stars
media could load,5.0 out of 5 stars
cabl great conveni requir bit commit system leav tip devic work well somewher away cabl need charg need remov tip sometim get lost also pull magnet cabl side straight tip sometim come attach cabl strong magnet also reason seem work honda fit usb charger sure get star instead,4.0 out of 5 stars
thought great last month fall apart connect swivel point,4.0 out of 5 stars
use time end set differ charg end sever commonli use devic idea brilliant make cabl univers end work charg phone tablet item fairli quickli light end cabl make easi find dark may ideal everyon sinc light pretti bright unfortun type c plug work luckili enough use one make bit worri long rest last doa,3.0 out of 5 stars
issu use product phone howev ipad tablet cord posit get charg also care disconnect would also remov insert well way unlik lighten plug doubl side one side may flip get proper connect end go back origin charg cabl tablet,3.0 out of 5 stars
like magnet would constantli plug unplug charger like took looonng time charg like even less charger tip tab break easili downright hate last one die think go tri,3.0 out of 5 stars
work well enough use week issu hope keep perform durabl,4.0 out of 5 stars
stop charg ipad chang adapt still charg iphon,4.0 out of 5 stars
like far super bum allow appl car play connect,3.0 out of 5 stars
bought replac multipl car charger ran coupl issu could never get fast charg block uplug devic magnet tip stay stuck phone port case constantli dig charger tip annoy,3.0 out of 5 stars
princip behind charg cord great small children charg tablet look rapid charg normal charg time phone around hour magnet charger take hour,3.0 out of 5 stars
edit request help product respons honor request think abl obtain market reliabl product would good impress thank custom support conveni get rid breakag loosen fasten day notic drain batteri also take long time charg realli appreci versatil bad drain batteri almost thought ruin phone reset phone went back tradit charger fine,4.0 out of 5 stars
charg ipad pro work perfect airpod nintendo switch,3.0 out of 5 stars
type phone case work product mine partner otterbox would awesom,4.0 out of 5 stars
awesom part goe phone need longer charg case love got light end fan take case charg,2.0 out of 5 stars
charger still work idea novel conveni long amount power output drop significantli still work slow charger sometim take hour charg phone use known good charg plug much faster wire wire slow sometim wiggl port jump hour charg say long appli pressur port viabl solut magnet strong enough pick phone case worth would recommend product peopl like idea last,2.0 out of 5 stars
first time ever bought charger cord refus work plug wall charger comput one receiv work built usb port like base lamp see hotel know mani peopl kind built port basic complet worthless even built port get fast lightn anyth els remot quick charg charg samsung g model phone take hour minut buyer bewar,2.0 out of 5 stars
excit setup show come everyth need devic differ plug quickli realiz get hot like jerk littl finger away soon touch use phone laptop anymor worri mess someth use littl gadget charg bt speaker head phone etc,3.0 out of 5 stars
nice know set phone tabl plug dog run past grab cord process pull phone also small light end make plug phone dark super easi thank phone attach light longer visibl blue light keep awak night downsid fast charg ultim end send back sinc cord charg phone faster,4.0 out of 5 stars
devic capabl fast charg function got constant error tell use manufactur cabl note,2.0 out of 5 stars
pro magnet work great accident fall secur abl use cabl everi devic awesomecon charg slowli mah phone charg case take hour charg data transfer,3.0 out of 5 stars
great small devic charg w max bare minimum devic everi magnet charg cord seen must limit technolog although know part even super low power cover devic overnight bought see max output hope copper would charg whatev wall wart output wrong buy hope cover larger devic fast charg,3.0 out of 5 stars
adapt work one set christma gift recipi want hassl return,2.0 out of 5 stars
okay set cord sometim mess connect tough,4.0 out of 5 stars
work well reduc elimin strain plug cabl end awar case port cover charg port magnet remain place cover stick slightli magnet attach quickli without much align charg good cabl read disclaim sure data transfer cabl also wish sold multi pack individu ft cabl,4.0 out of 5 stars
simpli love year constantli replac fray broken cabl think far one quit durabl also allow charg use simultan,4.0 out of 5 stars
phone heat cool worth,3.0 out of 5 stars
product connector iphon slightli shorter standard lightn connector connector product measur mm compar standard cabl lightn connector mm mean product wiggl loos small latitudin forc appli connector fall right due weight cabl tri connector without case multipl phone thing happen lock mechan fulli engag measur list cabl nice brade sinc handl power slightli thinner standard lightn cabl overal connector stay would smash good product connector micro usb usb c work well give terasko support opportun provid connector right spec return product sinc use primarili appl devic updat support say newer product updat connector refund purchas recommend tri newer product,2.0 out of 5 stars
like fact cord sturdi plenti length move around bought magnet make life easier charg phone wheelchair hand weaker broke neck magnet fit iphon deep enough connect charg magnet work one side iphon put littl gold connector back side face back iphon tri charg,3.0 out of 5 stars
charg slowli worst issu cabl came loos slight motion even pick phone disappoint,2.0 out of 5 stars
sever cord vari length pretti handi magnet part attach well charg devic howev cabl allow fast charg one cabl charg slowli even keep phone,2.0 out of 5 stars
realiz allow data transmiss gp useag otherwis sure fine,3.0 out of 5 stars
love cabl work fine devic connect want grab run stop fiddl unplug cabl grab phone walk away cabl stretch end pull magnet connector apart cabl hit end magnifi glass see orient peski littl micro usb plug connect bring magnet end close magnet insert live phone port snap togeth use samsung phone android tablet ipad mp player sever item think great use month seem hold fine,5.0 out of 5 stars
tip connect phone short circl big therefor phone case cabl useless insert fulli charg,3.0 out of 5 stars
super excit purchas worri pocket air dirt get charger port everi movement bought claim fast charger first week great start die quickli instead hour charg phone suddenli hour hour howev long want take connect phone bathroom lost batteri plug noth touch liquid cabl one spot entir time move plug thing mayb box plug use differ box result even plug old cabl port charg phone went min took write review,1.0 out of 5 stars
anoth roll amazon roulett cheap product work nothin special honestli make sure put piec charg port correct way return batteri,3.0 out of 5 stars
product found slow charg start come apart within week start use recommend,2.0 out of 5 stars
cabl great quick applic swivel aspect help main job product charg experi lack actual loos charg use use phone,2.0 out of 5 stars
purchas great concept howev worth money littl magnet charger goe phone fall easili mine kept slow charg matter plug vehicl wall outlet,3.0 out of 5 stars
best buy done charg cabl use put charg devic,5.0 out of 5 stars
problem charg phone charg samsung tablet charg mother ipad slowli check ensur magnet secur tablet port also car usb port recogn phone use magnet cord,2.0 out of 5 stars
light connect phone light shut connect charg fast cabl problem disconnect pretti easili,4.0 out of 5 stars
micro usb tip make connect unless hold pressur usb jack alreadi anoth tip earlier purchas anoth brand work fine use tip earlier purchas cabl work great tip came purchas useless realli like cabl end pivot connect charg light keep awak night light end cabl hidden attach charg probabl keep set cabl need tip note new phone lint insid micro usb jack could contribut issu also tri tip item tablet phone result note look end micro usb see metal contact even height could connect issu unless hold pressur push phone connect tip anoth purchas work fine way metal contact evenli place within tip,2.0 out of 5 stars
bought three order order one cabl stop work first week work well least one work would need probabl tri differ develop,3.0 out of 5 stars
like way connect week cord goe charg fast slow charg phone tri differ phone slow charg also say work phone bought new phone last night galaxi slow charg phone galaxi,2.0 out of 5 stars
product stop charg iphon second day own cord,2.0 out of 5 stars
work realli well android devic charg slow ipad adapt put one way work flip noth work charg slow item work great android though,3.0 out of 5 stars
wish piec goe iphon fit tighter lost sever bought set straight cord last year magnet plug plenti tight,3.0 out of 5 stars
one magnet broke piec rather thin,2.0 out of 5 stars
cabl function master peic problem charg power along speed support fast charg maintain current batteri statu plug use phone time use phone take hr charg note fast charger,3.0 out of 5 stars
magnet connect aspect great last long mayb made withstand fast amp charg oper charg fine notic began take longer longer charg point cell phone notifi slow charg hr estim full charg batteri switch back prior regular cabl read fast charg wall charger charg cabl happen wife cabl still look new broken anyth quit charg properli would recommend,2.0 out of 5 stars
mayb ask much would great cabl would pass data unfortun good charg charg great,4.0 out of 5 stars
seem like good cord good idea ibhav samsung galaxi ultra work either phone case big tip meet connector cord fit,3.0 out of 5 stars
well construct strong magnet effect charg took hour charg ipad hour cell phone charg use differ cabl packag,2.0 out of 5 stars
love flexibl cord charg w prefer w pass granddaught tablet,3.0 out of 5 stars
work far one six foot cord light work care support fast charg work fast charg pad keep mind appreci tip work statik power cabl alreadi bought,3.0 out of 5 stars
phone android tablet android phone blue tooth headphon plug adopt provid one cord charg time actual one cord car coupl place home devic get charg,4.0 out of 5 stars
purchas mainli vehicl see pictur phone vehicl warn carplay compat purchas assum still charg phone bottom littl magnet piec insert phone littl contact piec protrud base dig finger cord thin feel cheap lightn insert iphon ipad etc contact one one side make sure insert correct way els charg time tell long last,3.0 out of 5 stars
love fact offer differ length cord work perfectli fail charg differ devic howev one flaw one cord magnet head fell right cord work flawlessli want believ one situat would continu purchas product futur,4.0 out of 5 stars
work great last month,3.0 out of 5 stars
anyon iphon includ lightningc tip prong one side tip tip work howev might flip tip insert phone opposit direct first direct charg found charg iphon pro max metal part magnet connector get insan hot touch burn finger accident touch use phone sure potenti fire hazard charg devic fine littl slow horribl cord bunch connector tip price good deal,3.0 out of 5 stars
realli want like cool concept detail get right charg time slow slower qi wireless pad reason plug get faster charg failur enough usb c tip includ default would like see type b would plenti dealbreak tip blue led light built night light whole room keep charg cord mostli bedroom either plug someth cord unplug unus cord night otherwis imposs sleep pain butt cabl becom dislodg night easi fall asleep phone next bed magnet strong wake stop use complet,2.0 out of 5 stars
love cord got connect batteri pack quest conveni went transfer file pc quest data charg disappoint say nowher power see review state thisbuy bewar,3.0 out of 5 stars
like cord solid connectionth magnet end contact one side charg unless insert properli howev proper insert unabl connect iphon pro silverado hd pickup car play work phone charg switch back convent non magnet cabl car play work,3.0 out of 5 stars
cabl work great charg data transfer found accid could use cabl appl carplay car cabl data transfer lead side tip coupl articl indic mfi certifi one work realli bum like magnet connector swivel,3.0 out of 5 stars
order two pack aunt amazon box receiv one box cord one packag clear plastic bag thought odd connector link differ thought noth plug charger head phone plug cabl comput charg cord mate end phone promptli start smoke catch fire pull comput phone act odd contact amazon get refund issu warn danger product see pictur burn proof,1.0 out of 5 stars
cord lack power transfer,3.0 out of 5 stars
price realli bad get size plenti go around said charg end whip pretti easili broken magic summon magnet dust aether said dust get charg tip connect good kind pain clean otherwis best worst,3.0 out of 5 stars
headlin review,4.0 out of 5 stars
part stick devic magnet great deal attract metal file charg port hope order plug ferrou metal cord magnet anyway also keep break part great overal cool idea though,3.0 out of 5 stars
product first great littl prove unreli best,4.0 out of 5 stars
wife use need data android auto want charg work great,3.0 out of 5 stars
week right away one io charg inoper big deal guess well littl littl phone pocket whatev piec goe phone start crack break top charg anyth get sooo hot sure first seem like realli bad ass concept turn biggest wast money recommend,1.0 out of 5 stars
slow charg,3.0 out of 5 stars
part goe phone short fit phone case good phone case fit,3.0 out of 5 stars
charg ok quick charg cabl sure charg hr depend use phone around,3.0 out of 5 stars
updat anoth cabl stop work intermitt great custom servic wish product littl sturdier one five cabl stop work properli contact seller respond day sent replac part arriv within day faster origin order,3.0 out of 5 stars
cord great size swivel pretti good magnet hold strength long within day two loos power,3.0 out of 5 stars
test recharg led light cell phone pretti much anyth mini usb connector watt charger moment tri year old ipad anker elit watt charger cord got hot mean hot includ swivel connector cord construct fine mean thin wire handl watt safe anyth watt exponenti risk watt less charger cord accept usb c devic recommend look mag adapt fit exist usb c cord rate power charger would recommend one amazon would fare enough simpli recommend one let look one realist review match,2.0 out of 5 stars
great product charg slowli,3.0 out of 5 stars
cabl would continu charg devic bump move constantli went charg mode need larger contact area,3.0 out of 5 stars
id good,4.0 out of 5 stars
ft cord charg correctli ft ft work great,3.0 out of 5 stars
love design connector fall apart easili much resist fast charg phone,3.0 out of 5 stars
love one cord charg need,5.0 out of 5 stars
buy went charg lg phone smoke immedi came end cord immedi disconnect touch end tip finger burnt finger tip plastic part around melt immedi went around hous car pull bad cord glad start fire make contact chair carpet,1.0 out of 5 stars
concept great littl adapt goe devic fail worthless send ton adapt lightn type appl product charg regular basi stuck spare adapt fail window return close stuck inferior product happi purchas even contact seller,2.0 out of 5 stars
brought fast charg keep enter charg port preserv port plan buy phone year charg devic solv issu lazi return worth,3.0 out of 5 stars
good cord feel nice tip attach secur satisfi click magnet connect bad biggest gripe iphon lightn plug plug contact point one side mean certain way put phone huge deal use half contact use function like carplay person use almost everi time get car oh round base may interfer phone case,3.0 out of 5 stars
think charger excel qualiti magnet versatil great rapid charg take good hour charg full need quick rapid charg would pri adapt phone case abl use regular cord rapid charg box sadli return need rapid charg versatil strong design bad realli like,3.0 out of 5 stars
kid broke wire within month buy thought would easier use point stop use lost attach obvious compani fault gimmicki would hope stop use one phone half time would find charg phone,2.0 out of 5 stars
cabl adapt best thing household multipl devic kind struggl find right charger devic put ft cabl car elimin addit cord previous switch variou devic,5.0 out of 5 stars
charg extrem slow point unus love look feel unfortun go cut return,2.0 out of 5 stars
love everyth cabl save one thing charg tabl iphon stop charg randomli stay connect charg magnet connect orient correctli weird,3.0 out of 5 stars
charg great coupl tip break replac thank guy,5.0 out of 5 stars
bought primarili charg tablet use certain app design primarili phone use portrait orient result side mount power cord press straight line thought hing connect point would great compromis well sever month cabl feed consist charg know failur point irrelev,2.0 out of 5 stars
iphon pro user pro ampl charg cabl adapt light android etc con magnet charg plug adapt insert charg port iphon fit phone case use scissor cut piec plastic case order accommod insert insert also fall easili phone stop charg insert come attempt disconnect phone vehicl devic frequent stop charg five minut probabl due connect loos also iphon insert work insert correct side face charg connect univers despit fit way chanc plug right way know look plug stay devic keep charg pretti great magnet attach conveni littl blue light end charg cabl great look dark overal stress worth sinc probabl wake phone charg,1.0 out of 5 stars
excit cord love length light end especi love swivel head cord howev sore disappoint cord stop work within day day five cord last one temperament best tri cord multipl devic micro usb usb c plug recent stop work charg bluetooth speaker,1.0 out of 5 stars
carga demora demasiado pero es,3.0 out of 5 stars
grandkid realli enjoy like go fish phone magnet tip grab android pull light help find end dark tangl free cord allow use devic charg love cord charg everi thing multipl tip includ daughter share set ft car ft famili room ft bedroom multitud charger everywher three tip type work devic note tip phone place copper stripe face charg slight issu custom servic quickli took care us year warranti plu buy extend warranti,2.0 out of 5 stars
work well side unplug part stay phone come pull straight need get use unplug,4.0 out of 5 stars
use charger week work ok sometim pull apart let reconnect sever time make sure charg full speed use galaxi ultra watch phone sometim say hour till full charg disconnect reconnect coupl time charg time go hour normal work ok,3.0 out of 5 stars
good,4.0 out of 5 stars
use fast charg plug take forev charg,3.0 out of 5 stars
appl adapt includ product stay connect disconnect charg process soon tri use devic charg also case phone forget,2.0 out of 5 stars
recommend,2.0 out of 5 stars
might littl slow charg abl get data transfer still handi,3.0 out of 5 stars
potenti lose charg tip great lost mine,3.0 out of 5 stars
wish cabl fast charg return buy,3.0 out of 5 stars
braid cord magnet nice look cheap mine almost month longer cabl start problem either charg slow charg tri use differ power block well plug directli pc usb port see review hope mayb receiv faulti set,3.0 out of 5 stars
pro varieti connect type provid rotat connect cool braid cabl provid better protect damag varieti cord length light connectedcon charg power much low adequ anyth slow charg magnet hold well pic devic swung cord mislead cool tech live ideal,2.0 out of 5 stars
good design work appl carplay charg phone,2.0 out of 5 stars
cool concept everyday use well wear tear happen phone,3.0 out of 5 stars
magnet aspect cabl work advertis connect easili seem stop charg swivel major issu work modern fast charg brick everi fast charger plug result cabl light turn second stop work plug cabl low power usb charger work fine,2.0 out of 5 stars
awesom idea charg substanti slower normal samsung charger major hurri work well,3.0 out of 5 stars
media could load realli cool idea charg well work appl car play android auto make useless pull littl dongl everi time use car might well use regular cabl timetri samsung wife iphon disapoint otherwis realli great,2.0 out of 5 stars
awar data cabl transfer data devic like pc projector,2.0 out of 5 stars
love charger simplic adapt easi lose watch,4.0 out of 5 stars
downgrad cabl sinc quit charg first could unplug would start work even help husband still use rest us gone back old cabl avoid hassl replac charg cabl magnet cabl make life much easier fish around find open devic magnet snap fish find mani cabl drape around charger correct end wish type cabl would becom statu quo make charger much simpler,2.0 out of 5 stars
attach cabl iphon make connect display gmc cannon map display switch back old usb cabl map display stop use product,2.0 out of 5 stars
far seem qualiti product would recommend especi kid tablet,4.0 out of 5 stars
good,3.0 out of 5 stars
receiv sever cord tip yesterday work littl howev quit charg tri chang cord tip avail great idea crappi product,1.0 out of 5 stars
hard keep attach use devic easi connect though,3.0 out of 5 stars
troubl alway connect charg replug quit often,4.0 out of 5 stars
realli want work solut cabl charg woe ala last cord stop work week use disappoint,3.0 out of 5 stars
work well lg style charg quick use cabl newer phone like samsung n gen would charg realli slow n realli heat phone work well older gen newer gen n bum would great longer use due issu caus,2.0 out of 5 stars
great concept cord pack work thought charg block tri cord multipl block result howev one work well amaz android work phone iphon one cord,2.0 out of 5 stars
charg phone min movement cabl cool phone samsung gave problem charg symbol buy product bad,1.0 out of 5 stars
length great color outstand love red littl end great awesom differ kind charg oh boy hour charg phone fast charg wall plug phone came even tri differ wall plug short one ok foot much away get use person sleep take long want like,2.0 out of 5 stars
biggest issu magnet associ swivel function magnet strong enough connect cabl plug would come unseat easili swivel also advertis fast charg work cabl saw manufactur said longer cabl would work fast charg ok guess also tri shorter cabl dice either,2.0 out of 5 stars
definit use awesom everyth cord headset phone control love,5.0 out of 5 stars
use short time alreadi tip go insid iphon come apart durabl,2.0 out of 5 stars
allow data transfer power devic,3.0 out of 5 stars
even know begin charger work right bag stop work day last one work week magnet strength great decent long move tug eye roll bottom line wast money like worth time frustrat,1.0 out of 5 stars
like phone use usb c connect howev total drain macbook pro laptop left charg overnight even though like abl use laptop bummer,3.0 out of 5 stars
easi use often insensit contact often electr electr,3.0 out of 5 stars
simpl use right price,5.0 out of 5 stars
plug fail fairli short period time luckili cord work brand plug tri,3.0 out of 5 stars
absolut love charger conveni easi use plu nobodi steal charger howev bit go phone break easi eventu run buy realli suck definit wast money work amaz,2.0 out of 5 stars
work great first week charg speed fell way take close hour charg use take,2.0 out of 5 stars
even reach w matter connect use sever differ point wast money,1.0 out of 5 stars
although idea great work never move use joint bend becom faulti wire within start gray lose charg unless bent back fray wire touch umm fire hazard ever one never move much use charger stationari posit problem quick attach releas idea abl charg use cord tangl otherwis regular cord would work fine bewar ye work could ruin phone start fire,1.0 out of 5 stars
part plug phone get stuck pri knife,3.0 out of 5 stars
work quit well first day thing start go wrong first strong magnet weaken move devic would dislodg cabl second charg speed began slow grow wors time third even cabl connect indic show charg process devic would lose amount charg light use fourth charg process becam unreli speed would chang even devic turn last night use last cabl charg left tablet charg turn approxim hour level charg increas check level charg hour find increas hour addit increas less purchas differ manufactur disappoint,1.0 out of 5 stars
great connect week cabl stop work still work anoth cabl adapt pleas product star item give star wait see cabl fail,2.0 out of 5 stars
connect issu,4.0 out of 5 stars
love durabl function cord led light end cabl light connect devic great help strength magnet far surpass expect,5.0 out of 5 stars
